Filenames,Minion,SolverTotalTime,SolverSolveTime,SavileRowTotalTime,SolverNodes,SolverSolutionsFound,Rows,Columns,TotalGrids,NumColoured,ProportionColoured,UUID,STEPS
random1.param,SSAC,1.42528,0.807847,0.86,11,6,6,18,108,54,0.5,c9086e1b-09d3-40ac-9a2c-4cc2e1711357,0
random1.param,SSAC,0.055007,0.02538,1.064,3,2,6,18,108,55,0.51,c9086e1b-09d3-40ac-9a2c-4cc2e1711357,1
random1.param,SSAC,0.053563,0.025337,0.842,3,2,6,18,108,56,0.52,c9086e1b-09d3-40ac-9a2c-4cc2e1711357,2
random1.param,SSAC,0.011166,4.9e-05,0.953,1,1,6,18,108,57,0.53,c9086e1b-09d3-40ac-9a2c-4cc2e1711357,3
random2.param,SSAC,8.01272,4.24498,1.83,7,4,18,14,252,134,0.53,c9086e1b-09d3-40ac-9a2c-4cc2e1711357,0
random2.param,SSAC,4.69383,2.16024,1.602,5,3,18,14,252,135,0.54,c9086e1b-09d3-40ac-9a2c-4cc2e1711357,1
random2.param,SSAC,2.83685,0.963752,1.491,3,2,18,14,252,136,0.54,c9086e1b-09d3-40ac-9a2c-4cc2e1711357,2
random2.param,SSAC,2.21622,0.000266,1.835,1,1,18,14,252,137,0.54,c9086e1b-09d3-40ac-9a2c-4cc2e1711357,3
flowerjpg.param,SACBounds,0.000947,2.4e-05,0.68,1,1,11,7,77,35,0.45,1a7dbfd9-2453-42c3-9ed7-76450fe6112c,0
Secondjpg.param,SACBounds,0.001997,0.000259,0.588,3,2,10,10,100,27,0.27,1a7dbfd9-2453-42c3-9ed7-76450fe6112c,0
Secondjpg.param,SACBounds,0.000934,2.3e-05,0.565,1,1,10,10,100,28,0.28,1a7dbfd9-2453-42c3-9ed7-76450fe6112c,1
Smilejpg.param,SACBounds,0.001014,2.4e-05,0.617,1,1,10,10,100,27,0.27,1a7dbfd9-2453-42c3-9ed7-76450fe6112c,0
Smilepng.param,SACBounds,0.000971,2e-05,0.577,1,1,10,10,100,27,0.27,1a7dbfd9-2453-42c3-9ed7-76450fe6112c,0
flowerjpg.param,SACBounds,0.000889,1.9e-05,0.504,1,1,11,7,77,35,0.45,7840c4e2-fe00-4919-8823-6ffbcace7609,0
Secondjpg.param,SACBounds,0.001933,0.000239,0.583,3,2,10,10,100,27,0.27,7840c4e2-fe00-4919-8823-6ffbcace7609,0
Secondjpg.param,SACBounds,0.001024,1.9e-05,0.593,1,1,10,10,100,28,0.28,7840c4e2-fe00-4919-8823-6ffbcace7609,1
Smilejpg.param,SACBounds,0.000973,2e-05,0.598,1,1,10,10,100,27,0.27,7840c4e2-fe00-4919-8823-6ffbcace7609,0
Smilepng.param,SACBounds,0.001085,3.2e-05,0.651,1,1,10,10,100,27,0.27,7840c4e2-fe00-4919-8823-6ffbcace7609,0
random0.param,SACBounds,9.96538,9.85217,3.351,174,0,24,24,576,285,0.49,ebe281cf-d202-46d7-9141-706406b3a91b,0
random0.param,SACBounds,9.94905,9.81685,2.933,179,0,24,24,576,285,0.49,5257a9aa-86b3-4755-930d-053d0210e3cd,0
random0.param,SSAC,9.96055,9.9189,2.978,0,0,24,24,576,285,0.49,f41a468f-6b9c-4ab9-b0c9-e370335d9d4c,0
random1.param,SSAC,1.33632,0.792621,0.837,11,6,6,18,108,54,0.5,f41a468f-6b9c-4ab9-b0c9-e370335d9d4c,0
random1.param,SSAC,0.056455,0.027255,0.882,3,2,6,18,108,55,0.51,f41a468f-6b9c-4ab9-b0c9-e370335d9d4c,1
random1.param,SSAC,0.054709,0.024765,0.88,3,2,6,18,108,56,0.52,f41a468f-6b9c-4ab9-b0c9-e370335d9d4c,2
random1.param,SSAC,0.011837,5e-05,0.885,1,1,6,18,108,57,0.53,f41a468f-6b9c-4ab9-b0c9-e370335d9d4c,3
random0.param,SACBounds,9.95886,9.85095,3.339,181,0,24,24,576,285,0.49,0f838986-2e02-473f-b8a7-18e3be3485af,0
random1.param,SACBounds,0.020931,0.013813,0.839,14,6,6,18,108,54,0.5,0f838986-2e02-473f-b8a7-18e3be3485af,0
random1.param,SACBounds,0.001731,0.000237,0.969,3,2,6,18,108,55,0.51,0f838986-2e02-473f-b8a7-18e3be3485af,1
random1.param,SACBounds,0.001758,0.000256,0.956,3,2,6,18,108,56,0.52,0f838986-2e02-473f-b8a7-18e3be3485af,2
random0.param,SACBounds,9.96844,9.86228,2.734,176,0,24,24,576,285,0.49,3de13270-b7c1-42d3-84b5-16899c37eb60,0
flowerjpg.param,SACBounds,0.000964,2.6e-05,0.51,1,1,11,7,77,35,0.45,d0907a8c-0743-4f1f-b2ea-81551fb17eb9,0
Secondjpg.param,SACBounds,0.001556,0.000233,0.508,3,2,10,10,100,27,0.27,d0907a8c-0743-4f1f-b2ea-81551fb17eb9,0
Secondjpg.param,SACBounds,0.001024,2.7e-05,0.538,1,1,10,10,100,28,0.28,d0907a8c-0743-4f1f-b2ea-81551fb17eb9,1
Smilejpg.param,SACBounds,0.001023,2.2e-05,0.537,1,1,10,10,100,27,0.27,d0907a8c-0743-4f1f-b2ea-81551fb17eb9,0
Smilepng.param,SACBounds,0.000999,2.2e-05,0.53,1,1,10,10,100,27,0.27,d0907a8c-0743-4f1f-b2ea-81551fb17eb9,0
flowerjpg.param,SACBounds,0.000939,2.4e-05,0.681,1,1,11,7,77,35,0.45,e1dc84ea-a0d2-496c-ac45-96dc3dbfc8db,0
Secondjpg.param,SACBounds,0.001482,0.000229,0.6,3,2,10,10,100,27,0.27,e1dc84ea-a0d2-496c-ac45-96dc3dbfc8db,0
Secondjpg.param,SACBounds,0.001007,2.2e-05,0.569,1,1,10,10,100,28,0.28,e1dc84ea-a0d2-496c-ac45-96dc3dbfc8db,1
Smilejpg.param,SACBounds,0.000998,2.1e-05,0.53,1,1,10,10,100,27,0.27,e1dc84ea-a0d2-496c-ac45-96dc3dbfc8db,0
Smilepng.param,SACBounds,0.001028,1.9e-05,0.546,1,1,10,10,100,27,0.27,e1dc84ea-a0d2-496c-ac45-96dc3dbfc8db,0
random0.param,SACBounds,9.95289,9.84407,3.542,179,0,24,24,576,285,0.49,409bef28-cbfa-430a-94a3-e5202d32bca2,0
random0.param,SACBounds,9.95208,9.84396,2.744,181,0,24,24,576,285,0.49,72ebd15f-d737-42e0-8fc7-cce94c03cf80,0
flowerjpg.param,SACBounds,0.00093,1.8e-05,0.521,1,1,11,7,77,35,0.45,9459fe41-27e1-43f5-9561-3028f1be7899,0
Secondjpg.param,SACBounds,0.001868,0.000234,0.514,3,2,10,10,100,27,0.27,9459fe41-27e1-43f5-9561-3028f1be7899,0
Secondjpg.param,SACBounds,0.001037,1.9e-05,0.562,1,1,10,10,100,28,0.28,9459fe41-27e1-43f5-9561-3028f1be7899,1
Smilejpg.param,SACBounds,0.001087,2.6e-05,0.551,1,1,10,10,100,27,0.27,9459fe41-27e1-43f5-9561-3028f1be7899,0
Smilepng.param,SACBounds,0.000963,2e-05,0.595,1,1,10,10,100,27,0.27,9459fe41-27e1-43f5-9561-3028f1be7899,0
random0.param,SAC,9.91407,9.74444,2.757,83,0,24,24,576,285,0.49,31a5ccff-2d43-45f2-93b7-f37c530a826c,0
Secondjpg.param,SACBounds,0.002174,0.000277,0.775,3,2,10,10,100,27,0.27,5a13ebc9-525d-46b1-8d26-a71a420cc25d,0
Secondjpg.param,SACBounds,0.001165,3.2e-05,0.732,1,1,10,10,100,28,0.28,5a13ebc9-525d-46b1-8d26-a71a420cc25d,1
flowerjpg.param,SACBounds,0.001016,2.9e-05,0.604,1,1,11,7,77,35,0.45,5a13ebc9-525d-46b1-8d26-a71a420cc25d,0
Smilepng.param,SACBounds,0.001166,3e-05,0.612,1,1,10,10,100,27,0.27,5a13ebc9-525d-46b1-8d26-a71a420cc25d,0
Smilejpg.param,SACBounds,0.001112,2.4e-05,0.651,1,1,10,10,100,27,0.27,5a13ebc9-525d-46b1-8d26-a71a420cc25d,0
Secondjpg.param,SACBounds,0.002142,0.000271,0.786,3,2,10,10,100,27,0.27,972759ad-17cb-4b9e-b5c8-e072163ab03b,0
Secondjpg.param,SACBounds,0.001132,3.1e-05,0.691,1,1,10,10,100,28,0.28,972759ad-17cb-4b9e-b5c8-e072163ab03b,1
flowerjpg.param,SACBounds,0.000994,2.4e-05,0.639,1,1,11,7,77,35,0.45,972759ad-17cb-4b9e-b5c8-e072163ab03b,0
Smilepng.param,SACBounds,0.001056,2.8e-05,0.774,1,1,10,10,100,27,0.27,972759ad-17cb-4b9e-b5c8-e072163ab03b,0
Smilejpg.param,SACBounds,0.001103,2.3e-05,0.823,1,1,10,10,100,27,0.27,972759ad-17cb-4b9e-b5c8-e072163ab03b,0
Secondjpg.param,SACBounds,0.002238,0.000313,0.684,3,2,10,10,100,27,0.27,e739c6bd-012a-47ed-8196-aa99af7823d8,0
Secondjpg.param,SACBounds,0.001282,4.1e-05,0.584,1,1,10,10,100,28,0.28,e739c6bd-012a-47ed-8196-aa99af7823d8,1
flowerjpg.param,SACBounds,0.001029,2.9e-05,0.549,1,1,11,7,77,35,0.45,e739c6bd-012a-47ed-8196-aa99af7823d8,0
Smilepng.param,SACBounds,0.001104,2.5e-05,0.581,1,1,10,10,100,27,0.27,e739c6bd-012a-47ed-8196-aa99af7823d8,0
Smilejpg.param,SACBounds,0.001154,2.2e-05,0.621,1,1,10,10,100,27,0.27,e739c6bd-012a-47ed-8196-aa99af7823d8,0
Secondjpg.param,SACBounds,0.001949,0.000254,0.595,3,2,10,10,100,27,0.27,dd290584-746e-4a9a-bf7b-142a4556283a,0
Secondjpg.param,SACBounds,0.001117,2.7e-05,0.554,1,1,10,10,100,28,0.28,dd290584-746e-4a9a-bf7b-142a4556283a,1
flowerjpg.param,SACBounds,0.000976,2.5e-05,0.593,1,1,11,7,77,35,0.45,dd290584-746e-4a9a-bf7b-142a4556283a,0
Smilepng.param,SACBounds,0.001153,2.5e-05,0.572,1,1,10,10,100,27,0.27,dd290584-746e-4a9a-bf7b-142a4556283a,0
Smilejpg.param,SACBounds,0.001084,2.6e-05,0.555,1,1,10,10,100,27,0.27,dd290584-746e-4a9a-bf7b-142a4556283a,0
Secondjpg.param,SACBounds,0.001916,0.000297,0.592,3,2,10,10,100,27,0.27,bc97a8da-7bf4-4f9a-bb49-b79e72a3b225,0
Secondjpg.param,SACBounds,0.001192,3.1e-05,0.562,1,1,10,10,100,28,0.28,bc97a8da-7bf4-4f9a-bb49-b79e72a3b225,1
flowerjpg.param,SACBounds,0.000974,2.4e-05,0.534,1,1,11,7,77,35,0.45,bc97a8da-7bf4-4f9a-bb49-b79e72a3b225,0
Smilepng.param,SACBounds,0.001058,2.3e-05,0.553,1,1,10,10,100,27,0.27,bc97a8da-7bf4-4f9a-bb49-b79e72a3b225,0
Smilejpg.param,SACBounds,0.000721,1.6e-05,0.557,1,1,10,10,100,27,0.27,bc97a8da-7bf4-4f9a-bb49-b79e72a3b225,0
Secondjpg.param,SACBounds,0.002115,0.000278,0.58,3,2,10,10,100,27,0.27,ad00ec85-f94e-4192-8584-f8d8dce27e4a,0
Secondjpg.param,SACBounds,0.001173,2.6e-05,0.539,1,1,10,10,100,28,0.28,ad00ec85-f94e-4192-8584-f8d8dce27e4a,1
flowerjpg.param,SACBounds,0.001036,2.8e-05,0.608,1,1,11,7,77,35,0.45,ad00ec85-f94e-4192-8584-f8d8dce27e4a,0
Smilepng.param,SACBounds,0.001099,2.8e-05,0.554,1,1,10,10,100,27,0.27,ad00ec85-f94e-4192-8584-f8d8dce27e4a,0
Smilejpg.param,SACBounds,0.001162,3e-05,0.544,1,1,10,10,100,27,0.27,ad00ec85-f94e-4192-8584-f8d8dce27e4a,0
Secondjpg.param,SACBounds,0.00218,0.000291,0.695,3,2,10,10,100,27,0.27,02a012bd-683a-417a-a6ff-2d611a745127,0
Secondjpg.param,SACBounds,0.001144,3.2e-05,0.598,1,1,10,10,100,28,0.28,02a012bd-683a-417a-a6ff-2d611a745127,1
flowerjpg.param,SACBounds,0.001007,2.4e-05,0.609,1,1,11,7,77,35,0.45,02a012bd-683a-417a-a6ff-2d611a745127,0
Smilepng.param,SACBounds,0.001133,2.6e-05,0.543,1,1,10,10,100,27,0.27,02a012bd-683a-417a-a6ff-2d611a745127,0
Smilejpg.param,SACBounds,0.001075,2.8e-05,0.565,1,1,10,10,100,27,0.27,02a012bd-683a-417a-a6ff-2d611a745127,0
Secondjpg.param,SACBounds,0.002109,0.000275,0.608,3,2,10,10,100,27,0.27,8b9444b8-d00d-43c1-ae1c-962d1a5aa6c4,0
Secondjpg.param,SACBounds,0.001115,2.6e-05,0.646,1,1,10,10,100,28,0.28,8b9444b8-d00d-43c1-ae1c-962d1a5aa6c4,1
flowerjpg.param,SACBounds,0.001026,2.6e-05,0.532,1,1,11,7,77,35,0.45,8b9444b8-d00d-43c1-ae1c-962d1a5aa6c4,0
Smilepng.param,SACBounds,0.001136,2.6e-05,0.505,1,1,10,10,100,27,0.27,8b9444b8-d00d-43c1-ae1c-962d1a5aa6c4,0
Smilejpg.param,SACBounds,0.001139,2.8e-05,0.57,1,1,10,10,100,27,0.27,8b9444b8-d00d-43c1-ae1c-962d1a5aa6c4,0
Secondjpg.param,SACBounds,0.002163,0.000245,0.587,3,2,10,10,100,27,0.27,83b36c11-ec5c-40a9-84c3-2375333307f4,0
Secondjpg.param,SACBounds,0.00119,3.3e-05,0.541,1,1,10,10,100,28,0.28,83b36c11-ec5c-40a9-84c3-2375333307f4,1
flowerjpg.param,SACBounds,0.000993,2.2e-05,0.575,1,1,11,7,77,35,0.45,83b36c11-ec5c-40a9-84c3-2375333307f4,0
Smilepng.param,SACBounds,0.001086,2.5e-05,0.56,1,1,10,10,100,27,0.27,83b36c11-ec5c-40a9-84c3-2375333307f4,0
Smilejpg.param,SACBounds,0.001137,2.6e-05,0.536,1,1,10,10,100,27,0.27,83b36c11-ec5c-40a9-84c3-2375333307f4,0
Secondjpg.param,SACBounds,0.002118,0.000302,0.599,3,2,10,10,100,27,0.27,a1aa7818-eb06-43d4-9dd0-de408c03c186,0
Secondjpg.param,SACBounds,0.001067,3.2e-05,0.516,1,1,10,10,100,28,0.28,a1aa7818-eb06-43d4-9dd0-de408c03c186,1
flowerjpg.param,SACBounds,0.001027,2.3e-05,0.493,1,1,11,7,77,35,0.45,a1aa7818-eb06-43d4-9dd0-de408c03c186,0
Smilepng.param,SACBounds,0.001122,2.9e-05,0.517,1,1,10,10,100,27,0.27,a1aa7818-eb06-43d4-9dd0-de408c03c186,0
Smilejpg.param,SACBounds,0.000996,1.8e-05,0.511,1,1,10,10,100,27,0.27,a1aa7818-eb06-43d4-9dd0-de408c03c186,0
Secondjpg.param,SACBounds,0.001722,0.000239,0.702,3,2,10,10,100,27,0.27,5f18264d-77fd-40da-b472-bc08591dbf3c,0
Secondjpg.param,SACBounds,0.001094,2.9e-05,0.66,1,1,10,10,100,28,0.28,5f18264d-77fd-40da-b472-bc08591dbf3c,1
flowerjpg.param,SACBounds,0.001193,2.3e-05,0.55,1,1,11,7,77,35,0.45,5f18264d-77fd-40da-b472-bc08591dbf3c,0
Smilepng.param,SACBounds,0.001072,2.4e-05,0.548,1,1,10,10,100,27,0.27,5f18264d-77fd-40da-b472-bc08591dbf3c,0
Smilejpg.param,SACBounds,0.000982,1.8e-05,0.517,1,1,10,10,100,27,0.27,5f18264d-77fd-40da-b472-bc08591dbf3c,0
Secondjpg.param,SACBounds,0.001767,0.000284,0.573,3,2,10,10,100,27,0.27,b68260fc-63e8-4f51-8f08-44fd92584f7f,0
Secondjpg.param,SACBounds,0.001056,2.7e-05,0.506,1,1,10,10,100,28,0.28,b68260fc-63e8-4f51-8f08-44fd92584f7f,1
flowerjpg.param,SACBounds,0.000876,2.9e-05,0.539,1,1,11,7,77,35,0.45,b68260fc-63e8-4f51-8f08-44fd92584f7f,0
Smilepng.param,SACBounds,0.000761,1.8e-05,0.602,1,1,10,10,100,27,0.27,b68260fc-63e8-4f51-8f08-44fd92584f7f,0
Smilejpg.param,SACBounds,0.000723,1.6e-05,0.51,1,1,10,10,100,27,0.27,b68260fc-63e8-4f51-8f08-44fd92584f7f,0
Secondjpg.param,SACBounds,0.001797,0.00028,0.576,3,2,10,10,100,27,0.27,07a08989-d292-411e-bf3b-9efa9d2e28d4,0
Secondjpg.param,SACBounds,0.001114,2.9e-05,0.518,1,1,10,10,100,28,0.28,07a08989-d292-411e-bf3b-9efa9d2e28d4,1
flowerjpg.param,SACBounds,0.001074,6.1e-05,0.573,1,1,11,7,77,35,0.45,07a08989-d292-411e-bf3b-9efa9d2e28d4,0
Smilepng.param,SACBounds,0.001129,4.3e-05,0.5,1,1,10,10,100,27,0.27,07a08989-d292-411e-bf3b-9efa9d2e28d4,0
Smilejpg.param,SACBounds,0.00114,2.7e-05,0.499,1,1,10,10,100,27,0.27,07a08989-d292-411e-bf3b-9efa9d2e28d4,0
Secondjpg.param,SACBounds,0.001726,0.000244,0.62,3,2,10,10,100,27,0.27,5f73065f-6b43-47fc-acf2-7f3c1508287c,0
Secondjpg.param,SACBounds,0.00111,2.6e-05,0.523,1,1,10,10,100,28,0.28,5f73065f-6b43-47fc-acf2-7f3c1508287c,1
flowerjpg.param,SACBounds,0.000998,3.7e-05,0.516,1,1,11,7,77,35,0.45,5f73065f-6b43-47fc-acf2-7f3c1508287c,0
Smilepng.param,SACBounds,0.001173,2.6e-05,0.608,1,1,10,10,100,27,0.27,5f73065f-6b43-47fc-acf2-7f3c1508287c,0
Smilejpg.param,SACBounds,0.000714,1.6e-05,0.58,1,1,10,10,100,27,0.27,5f73065f-6b43-47fc-acf2-7f3c1508287c,0
Secondjpg.param,SACBounds,0.002215,0.000278,0.593,3,2,10,10,100,27,0.27,c64544bd-a869-4aca-9c18-8d92b7991a9e,0
Secondjpg.param,SACBounds,0.001124,2.8e-05,0.546,1,1,10,10,100,28,0.28,c64544bd-a869-4aca-9c18-8d92b7991a9e,1
flowerjpg.param,SACBounds,0.001028,2.6e-05,0.578,1,1,11,7,77,35,0.45,c64544bd-a869-4aca-9c18-8d92b7991a9e,0
Smilepng.param,SACBounds,0.001087,2.6e-05,0.504,1,1,10,10,100,27,0.27,c64544bd-a869-4aca-9c18-8d92b7991a9e,0
Smilejpg.param,SACBounds,0.001236,2.9e-05,0.501,1,1,10,10,100,27,0.27,c64544bd-a869-4aca-9c18-8d92b7991a9e,0
Secondjpg.param,SACBounds,0.001979,0.000234,0.512,3,2,10,10,100,27,0.27,2643e8bb-f618-42a5-8f54-470fadab2c11,0
Secondjpg.param,SACBounds,0.001099,2.5e-05,0.527,1,1,10,10,100,28,0.28,2643e8bb-f618-42a5-8f54-470fadab2c11,1
flowerjpg.param,SACBounds,0.001096,2.7e-05,0.534,1,1,11,7,77,35,0.45,2643e8bb-f618-42a5-8f54-470fadab2c11,0
Smilepng.param,SACBounds,0.00111,2.9e-05,0.506,1,1,10,10,100,27,0.27,2643e8bb-f618-42a5-8f54-470fadab2c11,0
Smilejpg.param,SACBounds,0.001156,2.8e-05,0.549,1,1,10,10,100,27,0.27,2643e8bb-f618-42a5-8f54-470fadab2c11,0
Secondjpg.param,SACBounds,0.001941,0.000244,0.534,3,2,10,10,100,27,0.27,8e48b25d-a626-4a35-8156-beb0f01ea5d0,0
Secondjpg.param,SACBounds,0.001536,2.8e-05,0.563,1,1,10,10,100,28,0.28,8e48b25d-a626-4a35-8156-beb0f01ea5d0,1
flowerjpg.param,SACBounds,0.001117,4.1e-05,0.557,1,1,11,7,77,35,0.45,8e48b25d-a626-4a35-8156-beb0f01ea5d0,0
Smilepng.param,SACBounds,0.001533,4.4e-05,0.547,1,1,10,10,100,27,0.27,8e48b25d-a626-4a35-8156-beb0f01ea5d0,0
Smilejpg.param,SACBounds,0.001133,2.8e-05,0.536,1,1,10,10,100,27,0.27,8e48b25d-a626-4a35-8156-beb0f01ea5d0,0
Secondjpg.param,SACBounds,0.002151,0.000254,0.587,3,2,10,10,100,27,0.27,e4ba954a-cbc6-4ae6-b691-913ee31b250e,0
Secondjpg.param,SACBounds,0.001148,2.9e-05,0.524,1,1,10,10,100,28,0.28,e4ba954a-cbc6-4ae6-b691-913ee31b250e,1
flowerjpg.param,SACBounds,0.001035,2.9e-05,0.515,1,1,11,7,77,35,0.45,e4ba954a-cbc6-4ae6-b691-913ee31b250e,0
Smilepng.param,SACBounds,0.001116,2.7e-05,0.532,1,1,10,10,100,27,0.27,e4ba954a-cbc6-4ae6-b691-913ee31b250e,0
Smilejpg.param,SACBounds,0.001108,2.7e-05,0.555,1,1,10,10,100,27,0.27,e4ba954a-cbc6-4ae6-b691-913ee31b250e,0
Secondjpg.param,SACBounds,0.00201,0.000265,0.533,3,2,10,10,100,27,0.27,a2cdb142-3d16-40e5-a716-80ad0d141931,0
Secondjpg.param,SACBounds,0.001195,3.5e-05,0.537,1,1,10,10,100,28,0.28,a2cdb142-3d16-40e5-a716-80ad0d141931,1
flowerjpg.param,SACBounds,0.000921,2.6e-05,0.541,1,1,11,7,77,35,0.45,a2cdb142-3d16-40e5-a716-80ad0d141931,0
Smilepng.param,SACBounds,0.001135,2.7e-05,0.519,1,1,10,10,100,27,0.27,a2cdb142-3d16-40e5-a716-80ad0d141931,0
Smilejpg.param,SACBounds,0.001143,2.8e-05,0.512,1,1,10,10,100,27,0.27,a2cdb142-3d16-40e5-a716-80ad0d141931,0
